COMPANY_CD(String),ContactName(String),COMPANY_NM(String),PRODUCT_CD(Integer),PRODUCT_NM(String),QTY(Integer),discount(Float),COST(Float),OrderDate(DateTime)
LONEP,Fran Wilson,Lonesome Pine Restaurant,12,Queso Manchego La Pastora,20,0,38,05/13/1996 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,18,Carnarvon Tigers,10,0,"62.5",05/13/1996 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,59,Raclette Courdavault,1,0,55,10/12/1995 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,56,Gnocchi di nonna Alice,5,0,38,05/13/1996 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,76,Lakkalikoori,10,0,18,10/12/1995 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,24,Guarana Fantastica,8,0,"4.5",03/14/1996 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,1,Chai,20,0,"14.4",10/31/1994 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,62,Tarte au sucre,10,0,"39.4",10/18/1994 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,53,Perth Pasties,3,0,"32.8",03/05/1996 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,28,Rossle Sauerkraut,7,0,"45.6",06/21/1995 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,67,Laughing Lumberjack Lager,7,0,14,06/21/1995 0:00:00
LONEP,Fran Wilson,Lonesome Pine Restaurant,68,Scottish Longbreads,10,0,"12.5",10/10/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,22,Gustaf's Knackebrod,40,0,21,09/18/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,2,Chang,10,"0.15",19,04/09/1996 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,39,Chartreuse verte,2,"0.15",18,01/18/1996 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,41,Jack's New England Clam Chowder,20,0,"9.65",02/07/1996 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,26,Gumbar Gummibarchen,30,"0.05","24.9",02/03/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,40,Boston Crab Meat,3,0,"18.4",12/26/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,4,Chef Anton's Cajun Seasoning,5,0,22,04/15/1996 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,5,Chef Anton's Gumbo Mix,15,"0.1","21.35",09/18/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,72,Mozzarella di Giovanni,30,"0.15","34.8",01/18/1996 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,49,Maxilaku,30,"0.05",16,02/03/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,32,Mascarpone Fabioli,20,0,32,02/07/1996 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,68,Scottish Longbreads,20,0,10,10/10/1994 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,4,Chef Anton's Cajun Seasoning,10,"0.1",22,09/18/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,36,Inlagd Sill,30,0,19,01/18/1996 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,59,Raclette Courdavault,6,"0.05",44,09/07/1994 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,24,Guarana Fantastica,12,"0.05","3.6",09/07/1994 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,25,NuNuCa Nuss-Nougat-Creme,12,0,"11.2",04/06/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,66,Louisiana Hot Spiced Okra,30,0,"13.6",10/10/1994 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,24,Guarana Fantastica,28,0,"3.6",04/06/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,42,Singaporean Hokkien Fried Mee,40,"0.05","11.2",02/03/1995 0:00:00
MAGAA,Giovanni Rovelli,Magazzini Alimentari Riuniti,67,Laughing Lumberjack Lager,40,"0.15",14,04/09/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,72,Mozzarella di Giovanni,15,0,"34.8",09/28/1995 0:00:00
MAISD,Catherine Dewey,Maison Dewey,76,Lakkalikoori,6,0,18,05/07/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,59,Raclette Courdavault,40,"0.05",55,03/19/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,43,Ipoh Coffee,30,"0.25",46,01/01/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,25,NuNuCa Nuss-Nougat-Creme,12,"0.25",14,01/01/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,21,Sir Rodney's Scones,40,"0.15",10,04/25/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,69,Gudbrandsdalsost,10,0,36,06/07/1995 0:00:00
MAISD,Catherine Dewey,Maison Dewey,55,Pate chinois,14,0,24,06/07/1995 0:00:00
MAISD,Catherine Dewey,Maison Dewey,68,Scottish Longbreads,20,0,"12.5",06/07/1995 0:00:00
MAISD,Catherine Dewey,Maison Dewey,44,Gula Malacca,6,"0.15","19.45",04/25/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,56,Gnocchi di nonna Alice,16,0,38,03/21/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,45,Rogede sild,15,0,"9.5",03/21/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,27,Schoggi Schokolade,40,0,"43.9",01/01/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,26,Gumbar Gummibarchen,6,0,"31.23",05/07/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,8,Northwoods Cranberry Sauce,20,"0.15",40,04/25/1996 0:00:00
MAISD,Catherine Dewey,Maison Dewey,28,Rossle Sauerkraut,20,0,"45.6",09/28/1995 0:00:00
MAISD,Catherine Dewey,Maison Dewey,40,Boston Crab Meat,10,0,"18.4",04/25/1996 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,59,Raclette Courdavault,20,"0.05",55,08/21/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,64,Wimmers gute Semmelknodel,18,"0.1","33.25",07/12/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,11,Queso Cabrales,15,"0.05",21,07/18/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,18,Carnarvon Tigers,40,"0.2",50,11/17/1994 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,16,Pavlova,30,"0.05","17.45",08/21/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,77,Original Frankfurter grune Sosse,60,"0.05",13,08/07/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,42,Singaporean Hokkien Fried Mee,10,"0.2","11.2",11/17/1994 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,12,Queso Manchego La Pastora,15,0,"30.4",03/10/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,64,Wimmers gute Semmelknodel,6,0,"26.6",03/10/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,31,Gorgonzola Telino,42,"0.05",10,01/09/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,68,Scottish Longbreads,15,0,"12.5",09/01/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,16,Pavlova,16,0,"13.9",03/10/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,47,Zaanse koeken,16,"0.2","7.6",11/17/1994 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,38,Cote de Blaye,49,"0.2","210.8",02/23/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,21,Sir Rodney's Scones,42,0,10,09/04/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,56,Gnocchi di nonna Alice,20,0,38,09/01/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,61,Sirop d'erable,5,0,"28.5",11/30/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,56,Gnocchi di nonna Alice,60,"0.05",38,07/18/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,35,Steeleye Stout,60,"0.2","14.4",02/23/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,24,Guarana Fantastica,25,"0.1","4.5",07/12/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,71,Flotemysost,15,"0.05","21.5",08/21/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,1,Chai,20,0,18,08/07/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,6,Grandma's Boysenberry Spread,70,0,25,09/01/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,60,Camembert Pierrot,70,"0.05",34,08/21/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,62,Tarte au sucre,3,0,"49.3",05/15/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,68,Scottish Longbreads,30,"0.2",10,02/23/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,22,Gustaf's Knackebrod,40,0,21,09/04/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,62,Tarte au sucre,28,0,"39.4",11/28/1994 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,74,Longlife Tofu,30,0,8,03/10/1995 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,4,Chef Anton's Cajun Seasoning,10,0,"17.6",11/28/1994 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,17,Alice Mutton,70,"0.05","31.2",11/28/1994 0:00:00
MEREP,Jean Fresniere,Mere Paillarde,10,Ikura,16,0,31,11/30/1995 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,13,Konbu,20,0,6,04/11/1996 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,28,Rossle Sauerkraut,20,0,"36.4",09/09/1994 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,76,Lakkalikoori,10,0,18,07/21/1995 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,16,Pavlova,20,0,"17.45",01/16/1996 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,72,Mozzarella di Giovanni,30,0,"34.8",07/21/1995 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,63,Vegie-spread,6,0,"43.9",07/21/1995 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,59,Raclette Courdavault,12,0,55,07/21/1995 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,47,Zaanse koeken,12,0,"9.5",11/09/1995 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,31,Gorgonzola Telino,10,0,"12.5",04/11/1996 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,62,Tarte au sucre,12,0,"39.4",09/09/1994 0:00:00
MORGK,Alexander Feuer,Morgenstern Gesundkost,62,Tarte au sucre,20,0,"49.3",01/16/1996 0:00:00
NORTS,Simon Crowther,North/South,59,Raclette Courdavault,4,0,55,05/25/1995 0:00:00
NORTS,Simon Crowther,North/South,1,Chai,8,0,18,12/25/1995 0:00:00
NORTS,Simon Crowther,North/South,69,Gudbrandsdalsost,3,0,36,12/25/1995 0:00:00
NORTS,Simon Crowther,North/South,70,Outback Lager,6,0,15,05/25/1995 0:00:00
NORTS,Simon Crowther,North/South,70,Outback Lager,3,0,15,05/29/1996 0:00:00
NORTS,Simon Crowther,North/South,52,Filo Mix,6,0,7,05/25/1995 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,20,Sir Rodney's Marmalade,15,0,81,04/29/1996 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,7,Uncle Bob's Organic Dried Pears,6,0,30,04/17/1996 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,76,Lakkalikoori,10,0,18,04/29/1996 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,5,Chef Anton's Gumbo Mix,20,0,"21.35",04/17/1996 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,72,Mozzarella di Giovanni,5,0,"34.8",04/17/1996 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,13,Konbu,5,0,6,03/22/1996 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,11,Queso Cabrales,30,0,21,04/29/1996 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,77,Original Frankfurter grune Sosse,15,0,13,04/29/1996 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,21,Sir Rodney's Scones,12,0,8,02/09/1995 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,14,Tofu,12,0,"18.6",02/09/1995 0:00:00
OCEAN,Yvonne Moncada,Oceano Atlantico Ltda.,59,Raclette Courdavault,2,0,55,06/08/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,30,Nord-Ost Matjeshering,15,0,"20.7",11/25/1994 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,42,Singaporean Hokkien Fried Mee,40,"0.25",14,10/25/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,65,Louisiana Fiery Hot Pepper Sauce,15,"0.15","21.05",02/27/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,21,Sir Rodney's Scones,15,"0.1",10,05/20/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,61,Sirop d'erable,6,0,"28.5",05/20/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,51,Manjimup Dried Apples,16,0,53,04/19/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,44,Gula Malacca,12,0,"19.45",05/20/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,59,Raclette Courdavault,8,0,55,11/16/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,18,Carnarvon Tigers,25,"0.1",50,10/14/1994 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,31,Gorgonzola Telino,20,"0.25","12.5",10/25/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,16,Pavlova,50,"0.25","17.45",10/25/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,29,Thuringer Rostbratwurst,25,"0.1",99,10/14/1994 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,43,Ipoh Coffee,24,0,46,11/16/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,16,Pavlova,20,0,"17.45",11/16/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,16,Pavlova,50,0,"17.45",02/27/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,58,Escargots de Bourgogne,30,0,"13.25",08/09/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,31,Gorgonzola Telino,14,0,"12.5",02/27/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,52,Filo Mix,24,0,7,08/09/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,17,Alice Mutton,20,0,"31.2",11/25/1994 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,56,Gnocchi di nonna Alice,24,0,38,02/27/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,27,Schoggi Schokolade,50,0,"35.1",03/13/1995 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,56,Gnocchi di nonna Alice,20,"0.15",38,02/01/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,76,Lakkalikoori,50,"0.15",18,02/01/1996 0:00:00
OLDWO,Rene Phillips,Old World Delicatessen,39,Chartreuse verte,30,"0.1","14.4",10/14/1994 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,16,Pavlova,30,"0.05","17.45",06/30/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,23,Tunnbrod,20,"0.05",9,06/30/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,14,Tofu,15,"0.05","23.25",07/27/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,7,Uncle Bob's Organic Dried Pears,35,0,30,01/05/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,2,Chang,40,0,19,01/05/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,7,Uncle Bob's Organic Dried Pears,20,"0.1",30,02/15/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,10,Ikura,24,"0.15",31,05/14/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,11,Queso Cabrales,30,0,"16.8",02/07/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,31,Gorgonzola Telino,9,"0.1","12.5",02/15/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,13,Konbu,10,0,6,05/17/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,71,Flotemysost,15,0,"17.2",02/07/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,62,Tarte au sucre,20,"0.05","49.3",06/30/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,53,Perth Pasties,9,"0.1","32.8",02/15/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,60,Camembert Pierrot,30,0,34,10/27/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,77,Original Frankfurter grune Sosse,10,"0.05",13,06/30/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,51,Manjimup Dried Apples,15,"0.05",53,05/03/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,77,Original Frankfurter grune Sosse,21,"0.05",13,05/03/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,40,Boston Crab Meat,20,0,"18.4",10/27/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,41,Jack's New England Clam Chowder,20,"0.05","9.65",05/03/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,41,Jack's New England Clam Chowder,16,"0.25","7.7",08/19/1994 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,68,Scottish Longbreads,40,0,"12.5",01/05/1996 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,41,Jack's New England Clam Chowder,9,"0.05","9.65",07/27/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,39,Chartreuse verte,10,0,18,05/17/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,47,Zaanse koeken,40,0,"9.5",10/27/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,65,Louisiana Fiery Hot Pepper Sauce,30,"0.05","21.05",07/27/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,69,Gudbrandsdalsost,15,0,"28.8",02/07/1995 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,70,Outback Lager,21,"0.25",12,08/19/1994 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,57,Ravioli Angelo,50,0,"15.6",08/19/1994 0:00:00
OTTIK,Henriette Pfalzheim,Ottilies Kaseladen,62,Tarte au sucre,15,"0.25","39.4",08/19/1994 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,51,Manjimup Dried Apples,20,0,53,05/02/1996 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,60,Camembert Pierrot,4,0,34,05/02/1996 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,75,Rhonbrau Klosterbier,10,0,"6.2",04/13/1995 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,53,Perth Pasties,6,0,"32.8",05/11/1995 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,28,Rossle Sauerkraut,18,0,"36.4",04/13/1995 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,11,Queso Cabrales,10,0,21,06/04/1996 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,40,Boston Crab Meat,21,0,"14.7",04/13/1995 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,52,Filo Mix,20,0,"5.6",11/04/1994 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,24,Guarana Fantastica,20,0,"4.5",06/04/1996 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,67,Laughing Lumberjack Lager,30,0,14,05/11/1995 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,1,Chai,12,0,"14.4",12/15/1994 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,14,Tofu,12,0,"18.6",04/13/1995 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,29,Thuringer Rostbratwurst,4,0,99,12/15/1994 0:00:00
PERIC,Guillermo Fernandez,Pericles Comidas clasicas,45,Rogede sild,21,0,"9.5",05/11/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,26,Gumbar Gummibarchen,15,0,"31.23",10/31/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,32,Mascarpone Fabioli,20,0,32,05/27/1996 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,61,Sirop d'erable,20,0,"28.5",06/08/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,69,Gudbrandsdalsost,50,0,"28.8",01/24/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,22,Gustaf's Knackebrod,35,0,21,02/21/1996 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,11,Queso Cabrales,12,"0.2","16.8",12/14/1994 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,11,Queso Cabrales,15,"0.25","16.8",04/28/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,65,Louisiana Fiery Hot Pepper Sauce,12,"0.2","21.05",08/11/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,69,Gudbrandsdalsost,30,0,36,12/20/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,17,Alice Mutton,30,"0.2",39,10/31/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,24,Guarana Fantastica,35,"0.2","4.5",08/11/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,41,Jack's New England Clam Chowder,35,0,"9.65",12/20/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,17,Alice Mutton,40,0,39,06/08/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,76,Lakkalikoori,50,0,18,06/08/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,57,Ravioli Angelo,20,0,"19.5",08/11/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,18,Carnarvon Tigers,35,"0.2","62.5",05/27/1996 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,63,Vegie-spread,9,0,"43.9",12/20/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,38,Cote de Blaye,50,"0.2","210.8",12/14/1994 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,31,Gorgonzola Telino,8,0,"12.5",12/20/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,43,Ipoh Coffee,25,0,46,06/08/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,64,Wimmers gute Semmelknodel,25,"0.2","33.25",05/27/1996 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,16,Pavlova,18,0,"13.9",04/28/1995 0:00:00
PICCO,Georg Pipps,Piccolo und mehr,14,Tofu,35,0,"18.6",02/27/1995 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,4,Chef Anton's Cajun Seasoning,18,"0.1","17.6",11/23/1994 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,8,Northwoods Cranberry Sauce,30,0,40,05/08/1996 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,29,Thuringer Rostbratwurst,10,0,"123.79",05/08/1996 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,21,Sir Rodney's Scones,10,"0.15",8,01/27/1995 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,56,Gnocchi di nonna Alice,28,0,"30.4",03/06/1995 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,21,Sir Rodney's Scones,21,"0.25",8,04/17/1995 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,39,Chartreuse verte,20,"0.25","14.4",04/17/1995 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,42,Singaporean Hokkien Fried Mee,14,0,14,05/08/1996 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,1,Chai,15,0,"14.4",04/17/1995 0:00:00
PRINI,Isabel de Castro,Princesa Isabel Vinhos,51,Manjimup Dried Apples,18,"0.15","42.4",01/27/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,71,Flotemysost,8,0,"21.5",11/28/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,14,Tofu,15,"0.2","23.25",01/24/1996 0:00:00
QUEDE,Bernardo Batista,Que Delicia,35,Steeleye Stout,20,0,"14.4",08/19/1994 0:00:00
QUEDE,Bernardo Batista,Que Delicia,65,Louisiana Fiery Hot Pepper Sauce,20,"0.1","16.8",01/11/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,13,Konbu,20,"0.1","4.8",09/27/1994 0:00:00
QUEDE,Bernardo Batista,Que Delicia,77,Original Frankfurter grune Sosse,10,"0.15","10.4",02/21/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,21,Sir Rodney's Scones,20,0,8,08/19/1994 0:00:00
QUEDE,Bernardo Batista,Que Delicia,35,Steeleye Stout,20,0,18,08/02/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,44,Gula Malacca,24,"0.1","15.5",09/27/1994 0:00:00
QUEDE,Bernardo Batista,Que Delicia,41,Jack's New England Clam Chowder,8,"0.1","7.7",01/11/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,19,Teatime Chocolate Biscuits,30,0,"9.2",09/27/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,35,Steeleye Stout,21,0,18,11/28/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,53,Perth Pasties,15,"0.15","26.2",02/21/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,6,Grandma's Boysenberry Spread,40,0,25,04/30/1996 0:00:00
QUEDE,Bernardo Batista,Que Delicia,63,Vegie-spread,16,"0.1","35.1",01/11/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,41,Jack's New England Clam Chowder,4,0,"9.65",04/30/1996 0:00:00
QUEDE,Bernardo Batista,Que Delicia,77,Original Frankfurter grune Sosse,20,0,13,08/02/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,19,Teatime Chocolate Biscuits,4,"0.15","7.3",02/21/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,54,Tourtiere,6,"0.2","7.45",01/24/1996 0:00:00
QUEDE,Bernardo Batista,Que Delicia,11,Queso Cabrales,15,0,21,04/30/1996 0:00:00
